"ID","Bin","TaxonRelativeAbundance","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU1039","Bin64",1.203021991242e-06,"Eukaryota","Discoba","Euglenozoa","Kinetoplastea","norank_c__Kinetoplastea","norank_c__Kinetoplastea","Ichthyobodo","unclassified_g__Ichthyobodo"
"OTU1040","Bin26",3.92782051441409e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Dictyochophyceae","Pedinellales","norank_o__Pedinellales","Pteridomonas","unclassified_g__Pteridomonas"
"OTU1041","Bin53",1.5037774890525e-06,"Eukaryota","Fungi","Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota"
"OTU1042","Bin70",1.51742822660908e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1043","Bin65",1.189562384066e-06,"Eukaryota","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","unclassified_o__Filobasidiales","unclassified_o__Filobasidiales","unclassified_o__Filobasidiales"
"OTU1044","Bin70",4.11475659635692e-06,"Eukaryota","norank_d__Eukaryota","norank_d__Eukaryota","Choanoflagellida","norank_c__Choanoflagellida","Salpingoecidae","Salpingoeca","Salpingoeca_fusiformis"
"OTU1045","Bin68",4.11696447473612e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1046","Bin46",3.2679316543875e-06,"Eukaryota","Fungi","Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota"
"OTU1047","Bin38",6.01510995621e-07,"Eukaryota","Cryptophyceae","Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","unclassified_g__norank_p__Kathablepharidae"
"OTU1048","Bin6",1.9786559168494e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1049","Bin18",1.77994684331847e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","Colpodea","unclassified_f__Colpodea","unclassified_f__Colpodea"
"OTU1050","Bin53",1.203021991242e-06,"Eukaryota","Fungi","Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota"
"OTU1051","Bin55",9.90490127668524e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1052","Bin71",1.73554216806131e-06,"Eukaryota","Animalia","Vertebrata","Mammalia","norank_c__Mammalia","norank_c__Mammalia","norank_c__Mammalia","unclassified_g__norank_c__Mammalia"
"OTU1053","Bin48",2.74231572417035e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","unclassified_g__norank_p__SAR_d__Eukaryota"
"OTU1054","Bin53",6.01510995621e-07,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unclassified_o__Pleosporales","unclassified_o__Pleosporales","unclassified_o__Pleosporales"
"OTU1055","Bin75",1.91151271558204e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU1056","Bin77",9.022664934315e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1057","Bin47",1.65625025023558e-05,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unclassified_o__Pleosporales","unclassified_o__Pleosporales","unclassified_o__Pleosporales"
"OTU1058","Bin46",6.01510995621e-07,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","unclassified_c__Dothideomycetes","unclassified_c__Dothideomycetes","unclassified_c__Dothideomycetes","unclassified_c__Dothideomycetes"
"OTU1059","Bin73",1.00924622215054e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Cercomonadidae","norank_c__Cercomonadidae","norank_c__Cercomonadidae","norank_c__Cercomonadidae","uncultured_freshwater_cercozoan_c__Cercomonadidae"
"OTU1060","Bin78",1.203021991242e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1061","Bin1",1.5037774890525e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1062","Bin54",6.01510995621e-07,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"OTU1063","Bin44",6.01510995621e-07,"Eukaryota","Discoba","Euglenozoa","Kinetoplastea","Neobodonida","norank_o__Neobodonida","unclassified_f__norank_o__Neobodonida","unclassified_f__norank_o__Neobodonida"
"OTU1064","Bin10",9.022664934315e-07,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","Atkinsiella_dubia"
"OTU1065","Bin65",6.01510995621e-07,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","unclassified_o__Agaricales","unclassified_o__Agaricales","unclassified_o__Agaricales"
"OTU1066","Bin67",3.50318317061729e-05,"Eukaryota","Fungi","Basidiomycota","Cystobasidiomycetes","unclassified_c__Cystobasidiomycetes","unclassified_c__Cystobasidiomycetes","unclassified_c__Cystobasidiomycetes","unclassified_c__Cystobasidiomycetes"
"OTU1067","Bin24",5.4454848850815e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU1068","Bin47",2.87295890634499e-06,"Eukaryota","Fungi","Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota"
"OTU1069","Bin35",2.71161505239587e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1070","Bin72",5.74591781268997e-07,"Eukaryota","Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia"
"OTU1071","Bin1",3.56233908565629e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1072","Bin4",3.39441859659081e-05,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Tubulinea","norank_c__Tubulinea","norank_c__Tubulinea","BOLA868","unclassified_g__BOLA868"
"OTU1073","Bin2",1.56610627716965e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1074","Bin47",2.67247369811012e-05,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unclassified_o__Pleosporales","unclassified_o__Pleosporales","unclassified_o__Pleosporales"
"OTU1075","Bin2",0.000642987002956941,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1076","Bin6",1.06525415472955e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1077","Bin37",2.28427640714679e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1078","Bin52",9.63336834488195e-07,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"OTU1079","Bin18",6.38948472196837e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","Colpodea","Colpoda","metagenome_g__Colpoda"
"OTU1080","Bin65",8.61887671903496e-07,"Eukaryota","Fungi","Basidiomycota","Tremellomycetes","unclassified_c__Tremellomycetes","unclassified_c__Tremellomycetes","unclassified_c__Tremellomycetes","unclassified_c__Tremellomycetes"
"OTU1081","Bin65",0.00121271679540393,"Eukaryota","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","unclassified_g__Papiliotrema"
"OTU1082","Bin37",0.0078420152400778,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Discosea","Centramoebida","norank_o__Centramoebida","Acanthamoeba","Acanthamoeba_polyphaga"
"OTU1083","Bin28",1.52803596485167e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","Melosirids","Aulacoseira","unclassified_g__Aulacoseira"
"OTU1084","Bin66",1.82314791086689e-05,"Eukaryota","Fungi","Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota"
"OTU1085","Bin20",3.3287605079663e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1086","Bin76",9.47310296953604e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Cercomonadidae","norank_c__Cercomonadidae","norank_c__Cercomonadidae","norank_c__Cercomonadidae","Eocercomonas_exploratorii"
"OTU1087","Bin65",6.52240370159899e-06,"Eukaryota","Fungi","Ascomycota","Taphrinomycetes","Taphrinales","norank_o__Taphrinales","norank_o__Taphrinales","uncultured_fungus_o__Taphrinales"
"OTU1088","Bin37",0.000341307518073785,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Discosea","Centramoebida","norank_o__Centramoebida","Acanthamoeba","unclassified_g__Acanthamoeba"
"OTU1089","Bin70",8.61887671903496e-07,"Eukaryota","Animalia","Arthropoda","Arachnida","norank_c__Arachnida","norank_c__Arachnida","norank_c__Arachnida","Demodex_folliculorum"
"OTU1090","Bin51",9.34160842710243e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"OTU1091","Bin56",6.73140207589756e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1092","Bin6",1.72377534380699e-06,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","norank_k__Amoebozoa","norank_k__Amoebozoa","norank_k__Amoebozoa","norank_k__Amoebozoa","metagenome_k__Amoebozoa"
"OTU1093","Bin26",2.67185178290084e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1094","Bin2",6.80734901686201e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1095","Bin67",5.21242195335796e-06,"Eukaryota","Fungi","Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota"
"OTU1096","Bin76",5.12198782341875e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Cercomonadidae","norank_c__Cercomonadidae","norank_c__Cercomonadidae","Cavernomonas","unclassified_g__Cavernomonas"
"OTU1097","Bin37",0.0049911446285734,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Discosea","Centramoebida","norank_o__Centramoebida","Acanthamoeba","unclassified_g__Acanthamoeba"
"OTU1098","Bin65",9.56551801797706e-06,"Eukaryota","Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina","Taphrina_carnea"
"OTU1099","Bin44",1.14918356253799e-06,"Eukaryota","Discoba","Euglenozoa","Kinetoplastea","Neobodonida","norank_o__Neobodonida","Dimastigella","Dimastigella_trypaniformis"
"OTU1100","Bin32",1.40369673689671e-05,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","unclassified_g__norank_c__Chlorophyceae"
"OTU1101","Bin72",8.93110653174327e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU1102","Bin44",1.43647945317249e-06,"Eukaryota","Discoba","Euglenozoa","Kinetoplastea","Neobodonida","norank_o__Neobodonida","Dimastigella","Dimastigella_trypaniformis"
"OTU1103","Bin72",1.05418798670906e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1104","Bin2",3.36136192042364e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1105","Bin65",3.66667874195458e-05,"Eukaryota","Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina","uncultured_fungus_g__Taphrina"
"OTU1106","Bin2",2.33714882135636e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1107","Bin33",2.0505145576812e-06,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","unclassified_p__norank_k__Chloroplastida","unclassified_p__norank_k__Chloroplastida","unclassified_p__norank_k__Chloroplastida","unclassified_p__norank_k__Chloroplastida","unclassified_p__norank_k__Chloroplastida"
"OTU1108","Bin24",2.06399489763288e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Colpodellida","norank_c__Colpodellida","norank_c__Colpodellida","Colpodella","Colpodella_edax"
"OTU1109","Bin37",0.000242204210056358,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Discosea","Centramoebida","norank_o__Centramoebida","Acanthamoeba","unclassified_g__Acanthamoeba"
"OTU1110","Bin53",2.29836712507599e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"OTU1111","Bin37",6.00448411426102e-05,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Discosea","Centramoebida","norank_o__Centramoebida","Acanthamoeba","Acanthamoeba_sp._SE2_6F"
"OTU1112","Bin32",9.72515088528372e-06,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","unclassified_g__norank_c__Chlorophyceae"
"OTU1113","Bin65",2.51646086653399e-06,"Eukaryota","norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota"
"OTU1114","Bin23",5.82107506555696e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU1115","Bin2",1.55139780942629e-05,"Eukaryota","Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa"
"OTU1116","Bin28",4.68770697865545e-06,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Tubulinea","Echinamoebida","norank_o__Echinamoebida","norank_o__Echinamoebida","metagenome_o__Echinamoebida"
"OTU1117","Bin28",0.000894657126795787,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Tubulinea","Echinamoebida","norank_o__Echinamoebida","Vermamoeba","Vermamoeba_vermiformis"
"OTU1118","Bin9",2.75516049370991e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Eustigmatophyceae","Eustigmatales","norank_o__Eustigmatales","Nannochloropsis","unclassified_g__Nannochloropsis"
"OTU1119","Bin45",1.14142086360613e-05,"Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Alatospora","Alatospora_acuminata"
"OTU1120","Bin35",4.38959071486981e-05,"Eukaryota","Amoebozoa","Gracilipodida","norank_p__Gracilipodida","norank_p__Gracilipodida","norank_p__Gracilipodida","Telaepolella","metagenome_g__Telaepolella"
"OTU1121","Bin1",0.000152099018887552,"Eukaryota","Amoebozoa","Gracilipodida","norank_p__Gracilipodida","norank_p__Gracilipodida","norank_p__Gracilipodida","Filamoeba","Filamoeba_sp._COHH_101"
"OTU1122","Bin4",8.61887671903496e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1123","Bin51",6.55781636599114e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"OTU1124","Bin11",2.9404575787834e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Neogregarinorida","Mattesia","Mattesia_sp._SV-2003"
"OTU1125","Bin1",0.000180134523427831,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","norank_k__Amoebozoa","norank_k__Amoebozoa","norank_k__Amoebozoa","norank_k__Amoebozoa","Luapeleamoeba_arachisporum"
"OTU1126","Bin32",2.29836712507599e-06,"Eukaryota","Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa"
"OTU1127","Bin43",0.000121259686122442,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU1128","Bin24",3.53197292071599e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
