"ID","Bin","TaxonRelativeAbundance","Domain","Phylum","Class","Order","Family","Genus"
"OTU2287","Bin51",7.5664996081929e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella"
"OTU2288","Bin91",6.023481770537e-06,"Bacteria","Patescibacteria","Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria"
"OTU2289","Bin14",2.42194554524497e-06,"Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Natronincolaceae","Alkaliphilus"
"OTU2290","Bin46",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","unclassified_o__Burkholderiales","unclassified_o__Burkholderiales"
"OTU2291","Bin48",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"OTU2292","Bin8",4.20394072569956e-06,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","norank_f__Gemmataceae"
"OTU2293","Bin35",1.71653191891103e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_f__Sphingomonadaceae"
"OTU2294","Bin26",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"OTU2295","Bin8",1.71653191891103e-06,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","norank_f__Gemmataceae"
"OTU2296","Bin47",4.12637298853222e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Pseudoxanthomonas"
"OTU2297","Bin29",1.71653191891103e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","SM2D12","norank_f__SM2D12"
"OTU2298","Bin33",1.71653191891103e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","UKL13-1"
"OTU2299","Bin65",8.84970694000125e-06,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"OTU2300","Bin33",2.6997898723453e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","norank_f__Hyphomonadaceae"
"OTU2301","Bin36",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","unclassified_f__Methylophilaceae"
"OTU2302","Bin62",1.71653191891103e-06,"Bacteria","Actinomycetota","Actinobacteria","unclassified_c__Actinobacteria","unclassified_c__Actinobacteria","unclassified_c__Actinobacteria"
"OTU2303","Bin53",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae","Aquicella"
"OTU2304","Bin16",3.85354426193544e-06,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","norank_f__Vicinamibacteraceae"
"OTU2305","Bin81",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","unclassified_f__Comamonadaceae"
"OTU2306","Bin88",1.71653191891103e-06,"Bacteria","Patescibacteria","Microgenomatia","Candidatus_Levybacteria","norank_o__Candidatus_Levybacteria","norank_o__Candidatus_Levybacteria"
"OTU2307","Bin58",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","norank_f__Steroidobacteraceae"
"OTU2308","Bin63",9.57295207187344e-06,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"OTU2309","Bin11",1.71653191891103e-06,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus"
"OTU2310","Bin7",3.43306383782206e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"OTU2311","Bin45",7.10827523576609e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7"
"OTU2312","Bin60",1.71653191891103e-06,"Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","norank_o__Microtrichales","norank_o__Microtrichales"
"OTU2313","Bin51",5.1495957567331e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"OTU2314","Bin53",3.18071795749869e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae","Aquicella"
"OTU2315","Bin90",3.43306383782206e-06,"Bacteria","Patescibacteria","Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria"
"OTU2316","Bin46",1.71653191891103e-06,"Bacteria","Pseudomonadota","unclassified_p__Pseudomonadota","unclassified_p__Pseudomonadota","unclassified_p__Pseudomonadota","unclassified_p__Pseudomonadota"
"OTU2317","Bin29",1.71653191891103e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","SM1B06","norank_f__SM1B06"
"OTU2318","Bin46",3.67723549778327e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","unclassified_f__Comamonadaceae"
"OTU2319","Bin33",5.1495957567331e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria"
"OTU2320","Bin65",6.86612767564413e-06,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"OTU2321","Bin65",5.1495957567331e-06,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","unclassified_f__Nocardioidaceae"
"OTU2322","Bin24",2.80710127138924e-06,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"OTU2323","Bin56",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Aquirhabdus"
"OTU2324","Bin71",7.36841558030148e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"OTU2325","Bin11",0.000374780708578201,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","unclassified_f__Bacillaceae"
"OTU2326","Bin60",1.71653191891103e-06,"Bacteria","Actinomycetota","unclassified_p__Actinomycetota","unclassified_p__Actinomycetota","unclassified_p__Actinomycetota","unclassified_p__Actinomycetota"
"OTU2327","Bin86",1.71653191891103e-06,"Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","norank_o__Candidatus_Peribacteria","norank_o__Candidatus_Peribacteria"
"OTU2328","Bin65",1.71653191891103e-06,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"OTU2329","Bin57",5.1495957567331e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"OTU2330","Bin65",2.08931451344595e-05,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"OTU2331","Bin16",4.30694985162597e-06,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Luteitalea"
"OTU2332","Bin82",3.43306383782206e-06,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU2333","Bin83",2.20670781362909e-06,"Bacteria","Elusimicrobiota","Lineage_IIb","norank_c__Lineage_IIb","norank_c__Lineage_IIb","norank_c__Lineage_IIb"
"OTU2334","Bin10",8.36446800584487e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"OTU2335","Bin4",2.20961397762724e-06,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","unclassified_f__Chitinophagaceae"
"OTU2336","Bin7",3.43306383782206e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"OTU2337","Bin31",3.43306383782206e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Micavibrionales","unclassified_o__Micavibrionales","unclassified_o__Micavibrionales"
"OTU2338","Bin27",3.43306383782206e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","norank_c__Alphaproteobacteria","norank_c__Alphaproteobacteria","norank_c__Alphaproteobacteria"
"OTU2339","Bin56",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","unclassified_o__Pseudomonadales","unclassified_o__Pseudomonadales"
"OTU2340","Bin57",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges"
"OTU2341","Bin44",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","unclassified_o__Burkholderiales","unclassified_o__Burkholderiales"
"OTU2342","Bin72",3.53324403752432e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Simkaniaceae","unclassified_f__Simkaniaceae"
"OTU2343","Bin63",3.43306383782206e-06,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","unclassified_f__Microbacteriaceae"
"OTU2344","Bin57",3.43306383782206e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"OTU2345","Bin47",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","unclassified_f__Lysobacteraceae"
"OTU2346","Bin82",1.71653191891103e-06,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU2347","Bin54",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"OTU2348","Bin24",2.8668933624766e-06,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter"
"OTU2349","Bin84",3.43306383782206e-06,"Bacteria","Chloroflexota","Dehalococcoidia","S085","norank_o__S085","norank_o__S085"
"OTU2350","Bin46",3.43306383782206e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","unclassified_f__Comamonadaceae"
"OTU2351","Bin89",1.71653191891103e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Yanofskybacteria","norank_o__Candidatus_Yanofskybacteria","norank_o__Candidatus_Yanofskybacteria"
"OTU2352","Bin48",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"OTU2353","Bin73",7.58289532596615e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae","Neochlamydia"
"OTU2354","Bin46",3.43306383782206e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"OTU2355","Bin87",1.71653191891103e-06,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8","norank_f__LWQ8"
"OTU2356","Bin46",3.43306383782206e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"OTU2357","Bin46",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","unclassified_f__Comamonadaceae"
"OTU2358","Bin28",3.43306383782206e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_f__Sphingomonadaceae"
"OTU2359","Bin6",4.12688305023652e-06,"Bacteria","Planctomycetota","vadinHA49","norank_c__vadinHA49","norank_c__vadinHA49","norank_c__vadinHA49"
"OTU2360","Bin70",3.43306383782206e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"OTU2361","Bin24",4.55809850484586e-06,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"OTU2362","Bin53",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae","Aquicella"
"OTU2363","Bin28",1.71653191891103e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"OTU2364","Bin32",8.40618631800616e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiales_","norank_f__Hyphomicrobiales_"
"OTU2365","Bin35",3.24193941480489e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria"
"OTU2366","Bin48",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"OTU2367","Bin30",1.71653191891103e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria"
"OTU2368","Bin57",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","unclassified_f__Enterobacteriaceae"
"OTU2369","Bin82",1.71653191891103e-06,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU2370","Bin19",3.43306383782206e-06,"Bacteria","Myxococcota","Polyangiia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"OTU2371","Bin33",1.71653191891103e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","unclassified_f__Rhizobiaceae"
"OTU2372","Bin36",1.71653191891103e-06,"Bacteria","Bacillota","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium"
"OTU2373","Bin87",1.71653191891103e-06,"Bacteria","Patescibacteria","unclassified_p__Patescibacteria","unclassified_p__Patescibacteria","unclassified_p__Patescibacteria","unclassified_p__Patescibacteria"
"OTU2374","Bin91",3.43306383782206e-06,"Bacteria","Patescibacteria","Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria"
"OTU2375","Bin20",1.71653191891103e-06,"Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"OTU2376","Bin86",3.43306383782206e-06,"Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","norank_o__Candidatus_Peribacteria","norank_o__Candidatus_Peribacteria"
"OTU2377","Bin48",3.43306383782206e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","R7C24","norank_o__R7C24","norank_o__R7C24"
"OTU2378","Bin44",7.9596315987405e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella"
"OTU2379","Bin33",1.61210566507962e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria"
"OTU2380","Bin48",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges"
"OTU2381","Bin85",1.71653191891103e-06,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Lacihabitans"
"OTU2382","Bin9",4.57616131490801e-05,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Aridibacter"
"OTU2383","Bin31",3.43306383782206e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"OTU2384","Bin44",5.1495957567331e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","unclassified_f__Oxalobacteraceae"
"OTU2385","Bin13",1.71653191891103e-06,"Bacteria","Bacillota","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium"
"OTU2386","Bin9",3.8610526200514e-05,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Stenotrophobacter"
"OTU2387","Bin36",3.1658603223681e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","SC-I-84","norank_f__SC-I-84"
"OTU2388","Bin69",2.95062259075223e-06,"Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup_17","norank_o__Subgroup_17","norank_o__Subgroup_17"
"OTU2389","Bin12",0.00116568966750344,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Paenisporosarcina"
"OTU2390","Bin13",1.71653191891103e-06,"Bacteria","Bacillota","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium"
"OTU2391","Bin77",6.13854409978318e-06,"Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales","Bacteriovoracaceae","norank_f__Bacteriovoracaceae"
"OTU2392","Bin4",1.71653191891103e-06,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","norank_f__Chitinophagaceae"
"OTU2393","Bin87",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"OTU2394","Bin43",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera"
"OTU2395","Bin42",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","unclassified_o__Burkholderiales","unclassified_o__Burkholderiales"
"OTU2396","Bin38",1.71653191891103e-06,"Bacteria","Acidobacteriota","Acidobacteriae","GOUTB8","norank_o__GOUTB8","norank_o__GOUTB8"
"OTU2397","Bin54",5.1495957567331e-06,"Bacteria","Pseudomonadota","unclassified_p__Pseudomonadota","unclassified_p__Pseudomonadota","unclassified_p__Pseudomonadota","unclassified_p__Pseudomonadota"
"OTU2398","Bin56",3.43306383782206e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae","norank_f__Rickettsiellaceae"
"OTU2399","Bin65",3.43306383782206e-06,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"OTU2400","Bin73",7.07028346788813e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae","Neochlamydia"
"OTU2401","Bin31",6.86612767564413e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","unclassified_o__Hyphomicrobiales","unclassified_o__Hyphomicrobiales"
"OTU2402","Bin31",1.71653191891103e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_f__Sphingomonadaceae"
"OTU2403","Bin63",6.53621405815341e-06,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Sanguibacteraceae","Sanguibacter"
"OTU2404","Bin81",1.71653191891103e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"OTU2405","Bin5",1.71653191891103e-06,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","norank_f__Saprospiraceae"
"OTU2406","Bin48",1.16181384653263e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
