"Bin","TaxonRelativeAbundance","Domain","Phylum","Class","Order","Family","Genus"
"Bin88",3.28737378658998e-06,"Bacteria","Patescibacteria","Microgenomatia","Candidatus_Woesebacteria","norank_o__Candidatus_Woesebacteria","norank_o__Candidatus_Woesebacteria"
"Bin48",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Arenimonas"
"Bin70",3.43306383782206e-06,"Bacteria","Actinomycetota","Actinobacteria","unclassified_c__Actinobacteria","unclassified_c__Actinobacteria","unclassified_c__Actinobacteria"
"Bin47",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"Bin6",6.86612767564413e-06,"Bacteria","Planctomycetota","vadinHA49","norank_c__vadinHA49","norank_c__vadinHA49","norank_c__vadinHA49"
"Bin85",1.71653191891103e-06,"Bacteria","Patescibacteria","Berkelbacteria","norank_c__Berkelbacteria","norank_c__Berkelbacteria","norank_c__Berkelbacteria"
"Bin13",1.71653191891103e-06,"Bacteria","Bacillota","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium"
"Bin36",3.43306383782206e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin21",3.43306383782206e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Arenimonas"
"Bin18",1.71653191891103e-06,"Bacteria","Myxococcota","Polyangiia","unclassified_c__Polyangiia","unclassified_c__Polyangiia","unclassified_c__Polyangiia"
"Bin16",2.91414252801648e-06,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","norank_o__Vicinamibacterales","norank_o__Vicinamibacterales"
"Bin82",3.43306383782206e-06,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","unclassified_f__Flavobacteriaceae"
"Bin87",1.71653191891103e-06,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","unclassified_o__Saccharimonadales","unclassified_o__Saccharimonadales"
"Bin28",9.07283548927322e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria"
"Bin56",3.43306383782206e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","unclassified_f__Moraxellaceae"
"Bin28",1.71653191891103e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin32",1.00824899355962e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","unclassified_o__Hyphomicrobiales","unclassified_o__Hyphomicrobiales"
"Bin85",3.43306383782206e-06,"Bacteria","Patescibacteria","WWE3","norank_c__WWE3","norank_c__WWE3","norank_c__WWE3"
"Bin36",3.43306383782206e-06,"Bacteria","Bacillota","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium"
"Bin43",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","unclassified_o__Burkholderiales","unclassified_o__Burkholderiales"
"Bin83",5.1495957567331e-06,"Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales","A4b","OLB13"
"Bin5",1.71653191891103e-06,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","norank_f__Saprospiraceae"
"Bin65",1.71653191891103e-06,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"Bin33",3.09522448016431e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"Bin86",1.71653191891103e-06,"Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peregrinibacteria","norank_o__Candidatus_Peregrinibacteria","norank_o__Candidatus_Peregrinibacteria"
"Bin85",1.71653191891103e-06,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","unclassified_o__Micrococcales","unclassified_o__Micrococcales"
"Bin91",3.43306383782206e-06,"Bacteria","Patescibacteria","Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria"
"Bin65",1.71653191891103e-06,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"Bin26",3.43306383782206e-06,"Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae","norank_f__Gemmatimonadaceae"
"Bin28",1.71653191891103e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin83",4.86318941279617e-06,"Bacteria","Chloroflexota","Anaerolineae","RBG-13-54-9","norank_o__RBG-13-54-9","norank_o__RBG-13-54-9"
"Bin50",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bin41",1.71653191891103e-06,"Bacteria","Actinomycetota","unclassified_p__Actinomycetota","unclassified_p__Actinomycetota","unclassified_p__Actinomycetota","unclassified_p__Actinomycetota"
"Bin48",3.43306383782206e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bin89",5.1495957567331e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Yanofskybacteria","norank_o__Candidatus_Yanofskybacteria","norank_o__Candidatus_Yanofskybacteria"
"Bin71",1.71653191891103e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","norank_f__Xanthobacteraceae"
"Bin31",0.0002791850608661,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Bin32",1.71653191891103e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiales_","norank_f__Hyphomicrobiales_"
"Bin33",1.4424790735058e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria"
"Bin62",3.46677844863527e-05,"Bacteria","Actinomycetota","Actinobacteria","Frankiales","unclassified_o__Frankiales","unclassified_o__Frankiales"
"Bin75",6.87211225594824e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","cvE6","norank_f__cvE6"
"Bin63",3.79637285339619e-06,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","unclassified_f__Microbacteriaceae"
"Bin84",3.43306383782206e-06,"Bacteria","Chloroflexota","Chloroflexia","Chloroflexales","Roseiflexaceae","norank_f__Roseiflexaceae"
"Bin38",5.1495957567331e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin1",4.10152547037984e-05,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"Bin54",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"Bin33",1.129195385073e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Microvirga"
"Bin54",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"Bin56",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"Bin83",3.43306383782206e-06,"Bacteria","Elusimicrobiota","Lineage_IIa","norank_c__Lineage_IIa","norank_c__Lineage_IIa","norank_c__Lineage_IIa"
"Bin88",5.1495957567331e-06,"Bacteria","Patescibacteria","Microgenomatia","Candidatus_Woesebacteria","norank_o__Candidatus_Woesebacteria","norank_o__Candidatus_Woesebacteria"
"Bin73",1.71653191891103e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","unclassified_o__Chlamydiales","unclassified_o__Chlamydiales"
"Bin45",5.60201729778945e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Chitinibacteraceae","Deefgea"
"Bin44",3.11537527629058e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium"
"Bin5",1.71653191891103e-06,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","unclassified_f__Saprospiraceae"
"Bin28",1.71653191891103e-06,"Bacteria","Acidobacteriota","Holophagae","Subgroup_7","norank_o__Subgroup_7","norank_o__Subgroup_7"
"Bin90",5.1495957567331e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin87",2.11837460874956e-06,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8","norank_f__LWQ8"
"Bin88",3.43306383782206e-06,"Bacteria","Patescibacteria","Microgenomatia","Candidatus_Pacebacteria","norank_o__Candidatus_Pacebacteria","norank_o__Candidatus_Pacebacteria"
"Bin50",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bin61",4.27695708973382e-06,"Bacteria","Actinomycetota","unclassified_p__Actinomycetota","unclassified_p__Actinomycetota","unclassified_p__Actinomycetota","unclassified_p__Actinomycetota"
"Bin57",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","unclassified_f__Moraxellaceae"
"Bin69",1.71653191891103e-06,"Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","norank_f__Entotheonellaceae"
"Bin6",1.71653191891103e-06,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bin31",3.43306383782206e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_f__Sphingomonadaceae"
"Bin54",2.10197036284978e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Bin71",1.71653191891103e-06,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","unclassified_f__Bacillaceae"
"Bin1",1.17757418064985e-05,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga"
"Bin31",1.71653191891103e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Bin53",3.43306383782206e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae","Aquicella"
"Bin91",1.71653191891103e-06,"Bacteria","Patescibacteria","Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria"
"Bin77",3.43306383782206e-06,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus"
"Bin34",1.56067513902737e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia"
"Bin60",1.71653191891103e-06,"Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Microtrichaceae","IMCC26207"
"Bin45",3.25831698128185e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","unclassified_f__Rhodocyclaceae"
"Bin44",3.90458122302218e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"Bin48",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","unclassified_o__Burkholderiales","unclassified_o__Burkholderiales"
"Bin72",1.06205329041674e-05,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Simkaniaceae","norank_f__Simkaniaceae"
"Bin31",3.43306383782206e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"Bin12",9.2786700625526e-06,"Bacteria","Bacillota","Bacilli","unclassified_c__Bacilli","unclassified_c__Bacilli","unclassified_c__Bacilli"
"Bin42",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","unclassified_f__Comamonadaceae"
"Bin63",3.43306383782206e-06,"Bacteria","Actinomycetota","Actinobacteria","unclassified_c__Actinobacteria","unclassified_c__Actinobacteria","unclassified_c__Actinobacteria"
"Bin25",4.05150910532504e-06,"Bacteria","Planctomycetota","OM190","norank_c__OM190","norank_c__OM190","norank_c__OM190"
"Bin10",1.71653191891103e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin43",3.43306383782206e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","unclassified_f__Methylophilaceae"
"Bin32",2.06318649426611e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_f__Sphingomonadaceae"
"Bin88",1.71653191891103e-06,"Bacteria","Patescibacteria","WWE3","norank_c__WWE3","norank_c__WWE3","norank_c__WWE3"
"Bin10",3.43306383782206e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin60",3.43306383782206e-06,"Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","norank_o__Microtrichales","norank_o__Microtrichales"
"Bin68",1.71653191891103e-06,"Bacteria","Latescibacterota","norank_p__Latescibacterota","norank_p__Latescibacterota","norank_p__Latescibacterota","norank_p__Latescibacterota"
"Bin78",1.71653191891103e-06,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast","norank_o__Chloroplast","norank_o__Chloroplast"
"Bin36",3.43306383782206e-06,"Bacteria","Bacillota","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium"
"Bin10",3.43306383782206e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin36",5.89351053385623e-06,"Bacteria","Bacillota","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium"
"Bin29",2.52021729858808e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","SM2D12","norank_f__SM2D12"
"Bin87",3.43306383782206e-06,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","norank_o__Saccharimonadales","norank_o__Saccharimonadales"
"Bin91",3.43306383782206e-06,"Bacteria","Patescibacteria","Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria"
"Bin33",1.71653191891103e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","unclassified_f__Xanthobacteraceae"
"Bin53",3.81850228176081e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae","Aquicella"
"Bin33",4.29990819764374e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","unclassified_f__Paracoccaceae"
"Bin60",2.10197036284978e-06,"Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","norank_o__Microtrichales","norank_o__Microtrichales"
"Bin88",3.43306383782206e-06,"Bacteria","Patescibacteria","Microgenomatia","Candidatus_Woesebacteria","norank_o__Candidatus_Woesebacteria","norank_o__Candidatus_Woesebacteria"
"Bin83",7.41410306741541e-06,"Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae","norank_f__Anaerolineaceae"
"Bin81",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","unclassified_f__Comamonadaceae"
"Bin53",2.48740880678853e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae","Aquicella"
"Bin41",3.43306383782206e-06,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","67-14","norank_f__67-14"
"Bin83",2.73929981626778e-06,"Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales","A4b","norank_f__A4b"
"Bin87",3.43306383782206e-06,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","norank_o__Saccharimonadales","norank_o__Saccharimonadales"
"Bin90",1.71653191891103e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin30",5.1495957567331e-06,"Bacteria","Sva0485","norank_p__Sva0485","norank_p__Sva0485","norank_p__Sva0485","norank_p__Sva0485"
"Bin81",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","unclassified_f__Comamonadaceae"
"Bin33",1.71653191891103e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria"
"Bin83",2.48740880678853e-06,"Bacteria","Chloroflexota","Anaerolineae","RBG-13-54-9","norank_o__RBG-13-54-9","norank_o__RBG-13-54-9"
"Bin57",8.89806055535529e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Rouxiella"
"Bin10",3.43306383782206e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin6",1.71653191891103e-06,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"Bin10",1.71653191891103e-06,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","unclassified_f__Bacillaceae"
"Bin71",4.10533321841894e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","unclassified_o__Hyphomicrobiales","unclassified_o__Hyphomicrobiales"
"Bin85",1.71653191891103e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","unclassified_f__Caulobacteraceae"
"Bin53",3.43306383782206e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae","Aquicella"
"Bin44",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","unclassified_f__Oxalobacteraceae"
"Bin81",3.62259804893034e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"Bin47",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Arenimonas"
"Bin87",1.55678861678385e-05,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a"
"Bin1",3.43306383782206e-06,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Runella"
"Bin47",1.71653191891103e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Arenimonas"
"Bin31",3.43306383782206e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_f__Sphingomonadaceae"
"Bin40",1.71653191891103e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
